"SamplingSize","SobolSampleID","ntree","minbucket","MeanRowsError","SdRowsError"
18,95,2,8,19.821924893492,9.76344134920271
18,96,3,1,11.2323665352898,4.33286305614576
18,97,15,7,18.4291379198409,8.45553061482292
18,98,16,4,12.1002587420664,5.14213535522316
18,99,10,8,18.6562553088665,8.83043200823994
18,100,8,3,10.3215062870494,3.6524028556623
27,1,15,6,9.51726450437421,3.10498947643952
27,2,16,3,8.60414584015768,2.98542914861777
27,3,10,10,16.0765257998478,8.00431109750912
27,4,8,5,8.42431717550479,2.90297792549545
27,5,18,9,14.7293490462967,7.32448356643032
27,6,13,2,8.07070190225773,2.72258441814301
27,7,5,8,14.1318642825561,6.47786430700698
27,8,6,4,9.41945918037358,3.05777468097626
27,9,11,9,14.8243049441111,7.0068804663078
27,10,19,3,8.58562718386913,2.9515660232402
27,11,7,6,10.0348654976475,3.31646308124446
27,12,9,2,8.28356173244519,2.85604663868689
27,13,17,7,11.0678695329699,4.05189458464577
27,14,13,5,8.52632455802867,2.86154271141835
27,15,3,8,14.8435479939438,5.61372175374052
27,16,4,5,8.93216149534028,2.92422790462022
27,17,14,8,13.5883055456309,6.54233468365874
27,18,18,2,7.95535644687008,2.60367825759455
27,19,10,7,11.3106176768345,4.04251775982161
27,20,8,3,8.7816315953253,2.64059629593856
27,21,20,6,9.40425870443426,3.12675161936478
27,22,12,4,8.44798981614687,2.66030923626816
27,23,6,9,15.5454672319647,7.36444313872718
27,24,5,1,7.79605831226082,2.33672935136163
27,25,12,7,11.0709195262669,4.06536004710955
27,26,18,4,8.25168845246183,2.61762852970665
27,27,8,8,13.4802891158821,5.93819132134979
27,28,10,4,8.76068750677043,2.77792063049781
27,29,16,10,16.5537962036511,8.6077945624546
27,30,15,3,8.50655667356264,2.91654549219205
27,31,2,7,14.1041977100818,4.66346804008833
27,32,2,3,10.3095635853778,3.17000009045826
27,33,15,10,16.4558660512458,8.51902519349625
27,34,16,2,7.79704553183478,2.63222356808742
27,35,10,6,9.95310906882232,3.40239151310644
27,36,8,1,7.41537254986045,2.4087612990522
27,37,18,8,13.4590338274573,6.51482907839031
27,38,12,5,8.54354198371853,2.88333011684821
27,39,4,9,15.819033348347,7.57570062369635
27,40,6,3,9.55342862097222,2.89692030852703
27,41,12,6,9.71404014917047,3.18849492541608
27,42,19,4,8.23640888367612,2.59028047889397
27,43,7,9,15.219856656413,6.98462342913842
27,44,9,5,8.51187915315625,2.90352488554675
27,45,17,8,13.3924770799651,6.34549199724075
27,46,14,2,7.98326540762364,2.66257347031486
27,47,4,7,12.4243758548437,4.64755334996955
27,48,3,2,10.3514084877518,3.97080836682251
27,49,14,7,11.0998981011087,4.09891205461005
27,50,17,5,8.727720868159,2.98000146039474
27,51,9,8,13.4738392025382,6.14531256350979
27,52,7,4,9.43787877370739,3.07949371752595
27,53,19,9,14.7611061432011,7.37427348913129
27,54,11,3,8.4065368086546,2.73352908068699
27,55,6,6,9.88575739254493,3.17110052637935
27,56,5,5,8.61548935018069,2.98967533890657
27,57,13,8,13.50767065041,6.59966576326697
27,58,19,1,7.45058053886744,2.41064578886593
27,59,9,7,11.4518807017746,4.09187683209123
27,60,11,2,8.19796424560984,2.8304248216717
27,61,17,6,9.48039425076991,3.1032980720341
27,62,15,4,8.30133812793587,2.62871689789242
27,63,3,10,17.0607473671036,7.42215161216604
27,64,3,5,9.32919043361437,2.96120705247215
27,65,15,9,14.6746210642924,7.29341078242057
27,66,16,1,7.38816422121818,2.44702770571233
27,67,11,7,11.1948172017339,4.10073105270064
27,68,9,2,8.28356173244519,2.85604663868689
27,69,19,6,9.37647029025097,3.11890342858554
27,70,13,3,8.29022240154188,2.79432744808241
27,71,5,10,16.4873430727515,8.26224396294689
27,72,6,2,8.5727686715478,2.87113483430003
27,73,12,7,11.0709195262669,4.06536004710955
27,74,19,5,8.66257385730694,2.91621965569349
27,75,7,8,13.7626769903319,5.94848844679653
27,76,9,4,8.92006740353015,2.9044999657928
27,77,17,9,14.6779019208762,7.23427120701689
27,78,14,3,8.48088395671363,2.88241446944729
27,79,4,6,10.4717771911207,3.37103880399278
27,80,4,3,9.86370101712346,2.82049314581204
27,81,14,6,9.54990361337107,3.0866566322955
27,82,17,4,8.15878169367473,2.58737720475505
27,83,10,9,14.888758488753,6.92634595096851
27,84,7,5,8.320553708933,2.94733374564315
27,85,20,8,13.4389531176881,6.30806810556556
27,86,12,2,8.16508599410268,2.78256601024004
27,87,6,7,11.9595413125366,4.2872401388137
27,88,4,4,9.77362089633355,3.31950039915004
27,89,12,10,16.3083939514803,8.16234044796155
27,90,18,3,8.54499162910221,2.93114265492461
27,91,8,6,9.98647326631043,3.41446949859186
27,92,10,1,7.51416914339797,2.53766979627696
27,93,16,7,11.1594068351425,4.1443776894859
27,94,14,5,8.49208772728523,2.85941750115929
27,95,2,9,17.7190192635285,6.47578270333705
27,96,3,1,8.58789752668617,2.51863676165069
27,97,15,8,13.5846282995894,6.35070932154792
27,98,16,5,8.65029701039871,2.95293107855121
27,99,10,9,14.888758488753,6.92634595096851
27,100,8,3,8.7816315953253,2.64059629593856
36,1,15,6,7.45148529820964,2.49670603309073
36,2,16,3,6.91221580694079,2.19339038722724
36,3,10,10,10.5464724398389,4.11079609441448
36,4,8,5,7.55248812678576,2.55034671654309
36,5,18,9,9.29243848230424,3.43267515249635
36,6,13,2,6.74631609513712,2.36321020918282
36,7,5,8,8.8704210333395,3.1274513977606
36,8,6,4,7.71669680344285,2.36426089690701
36,9,11,9,9.32699312712836,3.38740999130894
36,10,19,3,6.85800679866852,2.15650086781781
36,11,7,6,7.71099081726378,2.49903426974775
36,12,9,2,6.80885087345517,2.2977693330424
36,13,17,7,7.73567497533735,2.56033963703444
36,14,13,5,7.40025297528272,2.51265865585554
36,15,3,8,9.62976015859604,3.51476824298335
36,16,4,5,7.71871956384838,2.53750285451018
36,17,14,8,8.59990469283559,2.98352203161072
36,18,18,2,6.6147277705843,2.34528440929997
36,19,10,7,7.98648728471744,2.52541480617818
36,20,8,3,6.94462151286854,2.2299921863837
36,21,20,6,7.30387386126873,2.47910919173133
36,22,12,4,7.29023246359449,2.36566970088871
36,23,6,9,9.63190373217539,3.42689658320119
36,24,5,1,7.29074689738455,2.31933894709084
36,25,12,7,7.91713098509912,2.5630691315672
36,26,18,4,7.17600444320446,2.34547205280947
36,27,8,8,8.8373104205446,3.01465607117249
36,28,10,4,7.332585826785,2.37423667767842
36,29,16,10,10.5338852578793,4.24341768095258
36,30,15,3,6.90140309064271,2.20273207679833
36,31,2,7,9.8167931073186,3.34568638928775
36,32,2,3,9.08889846618547,3.01833388222143
36,33,15,10,10.4717407346241,4.14802490343593
36,34,16,2,6.60917364042829,2.34976134839863
36,35,10,6,7.5882037739714,2.47679581800969
36,36,8,1,7.01227433254576,2.24787020499282
36,37,18,8,8.45764350785723,2.92441598033818
36,38,12,5,7.41865696293637,2.475978560929
36,39,4,9,10.2863223090095,3.86174311888412
36,40,6,3,7.14739162334926,2.27777867082111
36,41,12,6,7.54129002939476,2.47359769242062
36,42,19,4,7.13635437557996,2.35206675645153
36,43,7,9,9.41966638367288,3.39827862496636
36,44,9,5,7.56695198380802,2.52491851603455
36,45,17,8,8.49208243042088,2.93750941028842
36,46,14,2,6.68649530463038,2.35362525208058
36,47,4,7,8.31311391208304,2.6179454054391
36,48,3,2,8.07342351274201,2.80193605526174
36,49,14,7,7.741537273889,2.57528875152715
36,50,17,5,7.26313180041304,2.47256363624396
36,51,9,8,8.66656341122062,2.96390619616895
36,52,7,4,7.51530139718042,2.38081687099042
36,53,19,9,9.31060802362118,3.45201227730248
36,54,11,3,6.8264743191518,2.22246931741798
36,55,6,6,7.65159230176288,2.53786996282373
36,56,5,5,7.67216789719886,2.58899677260584
36,57,13,8,8.56350280485886,2.95233516052408
36,58,19,1,6.75158352231861,2.29686490012317
36,59,9,7,7.98300987333898,2.51567177255942
36,60,11,2,6.73117237269145,2.27181469924166
36,61,17,6,7.38129627030256,2.50364908989921
36,62,15,4,7.20980016292351,2.36989367162506
36,63,3,10,11.8519591104417,4.45651538963055
36,64,3,5,8.00180295207676,2.61262541818912
36,65,15,9,9.10080859804775,3.29464604854269
36,66,16,1,6.78480808889472,2.30025526133114
36,67,11,7,7.97202675195532,2.53159172698174
36,68,9,2,6.80885087345517,2.2977693330424
36,69,19,6,7.34275221324675,2.48674394471855
36,70,13,3,6.86054461230615,2.18277827503245
36,71,5,10,11.6531491721221,4.64904365097518
36,72,6,2,7.08331842726015,2.34774432605153
36,73,12,7,7.91713098509912,2.5630691315672
36,74,19,5,7.23578626723889,2.46837671900691
36,75,7,8,8.87602914725428,3.03143233126738
36,76,9,4,7.34396197497446,2.34795244280676
36,77,17,9,9.26119974979217,3.42588476214743
36,78,14,3,6.85827984155876,2.17897210281814
36,79,4,6,7.72075289028437,2.57092450476499
36,80,4,3,7.56066563878193,2.31286611189343
36,81,14,6,7.47257508371913,2.48528961298559
36,82,17,4,7.22652257348057,2.36407065851737
36,83,10,9,9.27363242614938,3.40140594207842
36,84,7,5,7.55945085385029,2.55657762413497
36,85,20,8,8.39768185807123,2.90663006507721
36,86,12,2,6.73763310658131,2.35850948912951
36,87,6,7,8.01717980175067,2.49245737690382
36,88,4,4,7.61750451391392,2.36758621540145
36,89,12,10,10.5777639226866,4.16903484444792
36,90,18,3,6.87782023747249,2.17107337520493
36,91,8,6,7.65581594854971,2.47066372125381
36,92,10,1,6.91289845900749,2.29343092009821
36,93,16,7,7.73237432738794,2.56235725027991
36,94,14,5,7.29872229244501,2.50057624131345
36,95,2,9,11.5336865798494,4.88567056616403
36,96,3,1,7.83236552141236,2.53150411403444
36,97,15,8,8.61266919714026,2.96315015695514
36,98,16,5,7.281487625038,2.47925679034113
36,99,10,9,9.27363242614938,3.40140594207842
36,100,8,3,6.94462151286854,2.2299921863837
45,1,15,6,7.1097247112902,2.53843399145783
45,2,16,3,6.38990410483567,2.36382988180222
45,3,10,10,8.62572339339911,2.97978052422312
45,4,8,5,6.94467194576556,2.44478984146808
45,5,18,9,8.31733538579113,2.82909622464243
45,6,13,2,6.22844886702979,2.50008263070006
45,7,5,8,7.97749004912566,2.72071616996654
45,8,6,4,7.10759898069963,2.3737488300543
45,9,11,9,8.13913910154778,2.87681618704132
45,10,19,3,6.34180222606112,2.38466816697041
45,11,7,6,7.27769624866065,2.57614755957512
45,12,9,2,6.29633570023641,2.45084664247094
45,13,17,7,7.59135280121579,2.59329721693477
45,14,13,5,6.94354865911461,2.43690681130006
45,15,3,8,8.03066621004821,2.71946920591342
45,16,4,5,7.37095650292463,2.41940150725034
45,17,14,8,7.94976731508657,2.74352051681413
45,18,18,2,6.21063318428414,2.53241003456059
45,19,10,7,7.65363861007072,2.58948618214728
45,20,8,3,6.50265553923371,2.33560580864892
45,21,20,6,7.04678427590248,2.54281598904359
45,22,12,4,6.77358087944598,2.37216270419596
45,23,6,9,8.30010533216655,3.08230511854276
45,24,5,1,6.74041734887366,2.54690745037636
45,25,12,7,7.66083783201611,2.62278797211084
45,26,18,4,6.66717620804894,2.37854301710964
45,27,8,8,8.01071876839633,2.75151389123381
45,28,10,4,6.81544667125258,2.38248666833477
45,29,16,10,8.45991284474003,2.94773903938047
45,30,15,3,6.36609047617506,2.35926444977616
45,31,2,7,7.94363641660803,2.53485950910566
45,32,2,3,7.38776526482444,2.30208654744252
45,33,15,10,8.44730215669971,2.93256229461924
45,34,16,2,6.2005920306748,2.5438227405662
45,35,10,6,7.18577417595722,2.55756315616022
45,36,8,1,6.4979379037898,2.50128173246648
45,37,18,8,7.84480513558746,2.74933485761532
45,38,12,5,6.91908027387754,2.44504851995943
45,39,4,9,8.49197234316484,3.09166614109432
45,40,6,3,6.71842605102246,2.3508457733751
45,41,12,6,7.15742412150039,2.56432908727083
45,42,19,4,6.63379191991514,2.38014762335891
45,43,7,9,8.25695942213884,3.03428165365674
45,44,9,5,6.89746165348227,2.45086722180092
45,45,17,8,7.88359085848963,2.75151915069264
45,46,14,2,6.22974774760969,2.53614391644608
45,47,4,7,7.69361714494496,2.64843566661785
45,48,3,2,6.79967853523667,2.3213212522715
45,49,14,7,7.62869766448014,2.61207583853008
45,50,17,5,6.88356945251066,2.45284471623749
45,51,9,8,7.93868107649707,2.72155226023913
45,52,7,4,6.99540931041288,2.4056201498489
45,53,19,9,8.37117230174976,2.83315618501884
45,54,11,3,6.43613972047889,2.34596303605384
45,55,6,6,7.33719247603235,2.59113245123725
45,56,5,5,7.12363788269778,2.3891660130912
45,57,13,8,7.96119054383445,2.73942229188877
45,58,19,1,6.21222768509333,2.57054307835038
45,59,9,7,7.72444083820288,2.56260674950029
45,60,11,2,6.26530894883944,2.47730752496774
45,61,17,6,7.07138232434153,2.55804995922714
45,62,15,4,6.72102430495714,2.38644164120213
45,63,3,10,9.43025623807575,3.31786654342855
45,64,3,5,7.6016749968159,2.39277094933399
45,65,15,9,8.29409862708952,2.87191712092079
45,66,16,1,6.32072627537774,2.59603494966821
45,67,11,7,7.61682598100856,2.57064209975624
45,68,9,2,6.29633570023641,2.45084664247094
45,69,19,6,7.05832350925562,2.53943644458199
45,70,13,3,6.34543040462567,2.3404981944447
45,71,5,10,9.14888692793558,3.0984362418612
45,72,6,2,6.45859369309322,2.4112799272994
45,73,12,7,7.66083783201611,2.62278797211084
45,74,19,5,6.8702902085415,2.45960292081449
45,75,7,8,8.08260158594413,2.73315584784796
45,76,9,4,6.86551504093172,2.43352270464923
45,77,17,9,8.28212022234668,2.83753829197992
45,78,14,3,6.36158083785952,2.36920060932232
45,79,4,6,7.51048858177707,2.60656880646363
45,80,4,3,6.59346109659306,2.26010062197272
45,81,14,6,7.12254108144521,2.53618172638516
45,82,17,4,6.67364368882548,2.38285717652704
45,83,10,9,8.21089814469535,2.89229112492341
45,84,7,5,6.97548890675866,2.44371383940311
45,85,20,8,7.83783110373638,2.73941870742033
45,86,12,2,6.23500626211864,2.47868025568598
45,87,6,7,7.68605737478965,2.62656773511094
45,88,4,4,7.28570618336006,2.35559186694353
45,89,12,10,8.48095497415514,2.93149711973756
45,90,18,3,6.35342694971004,2.37755521589901
45,91,8,6,7.24900533560638,2.55902732401802
45,92,10,1,6.43426416163176,2.54509694094001
45,93,16,7,7.57329361890796,2.5949554535004
45,94,14,5,6.92319495309105,2.43052602413625
45,95,2,9,8.57874825656486,3.07991766408607
45,96,3,1,6.96322760102482,2.44384809749305
45,97,15,8,7.90928880692514,2.7348072959018
45,98,16,5,6.87105953297529,2.44977128395507
45,99,10,9,8.21089814469535,2.89229112492341
45,100,8,3,6.50265553923371,2.33560580864892
